subject_id,session_id,run_id,suffix,scan,QU_motion,predicted_qu_motion_score
sub-100079,ses-V02,1,T2w,sub-100079_ses-V02_run-1_T2w.nii.gz,3.0,
sub-100247,ses-V02,1,T2w,sub-100247_ses-V02_run-1_T2w.nii.gz,3.0,
sub-100524,ses-V02,1,T2w,sub-100524_ses-V02_run-1_T2w.nii.gz,1.0,0.5967097878456116
sub-100586,ses-V02,1,T2w,sub-100586_ses-V02_run-1_T2w.nii.gz,0.0,1.921598196029663
sub-100642,ses-V02,1,T2w,sub-100642_ses-V02_run-1_T2w.nii.gz,0.0,
sub-100642,ses-V02,1,T1w,sub-100642_ses-V02_run-1_T1w.nii.gz,0.5,
sub-100895,ses-V02,1,T2w,sub-100895_ses-V02_run-1_T2w.nii.gz,1.0,
sub-102229,ses-V02,1,T2w,sub-102229_ses-V02_run-1_T2w.nii.gz,3.0,
sub-102229,ses-V02,2,T2w,sub-102229_ses-V02_run-2_T2w.nii.gz,3.0,
sub-102229,ses-V02,3,T2w,sub-102229_ses-V02_run-3_T2w.nii.gz,1.0,
sub-102229,ses-V02,1,T1w,sub-102229_ses-V02_run-1_T1w.nii.gz,1.0,
sub-102229,ses-V02,4,T2w,sub-102229_ses-V02_run-4_T2w.nii.gz,1.0,
sub-102283,ses-V02,1,T2w,sub-102283_ses-V02_run-1_T2w.nii.gz,0.0,
sub-102522,ses-V02,1,T2w,sub-102522_ses-V02_run-1_T2w.nii.gz,0.0,
sub-102666,ses-V02,1,T2w,sub-102666_ses-V02_run-1_T2w.nii.gz,0.0,
sub-102673,ses-V02,1,T2w,sub-102673_ses-V02_run-1_T2w.nii.gz,1.0,
sub-102673,ses-V03,1,T2w,sub-102673_ses-V03_run-1_T2w.nii.gz,0.0,
sub-102894,ses-V02,1,T2w,sub-102894_ses-V02_run-1_T2w.nii.gz,1.0,
sub-102894,ses-V02,2,T2w,sub-102894_ses-V02_run-2_T2w.nii.gz,1.0,
sub-102966,ses-V02,1,T2w,sub-102966_ses-V02_run-1_T2w.nii.gz,1.0,
sub-102966,ses-V02,1,T1w,sub-102966_ses-V02_run-1_T1w.nii.gz,1.5,
sub-102966,ses-V03,1,T2w,sub-102966_ses-V03_run-1_T2w.nii.gz,1.5,
sub-102966,ses-V03,1,T1w,sub-102966_ses-V03_run-1_T1w.nii.gz,1.5,
sub-103002,ses-V02,1,T2w,sub-103002_ses-V02_run-1_T2w.nii.gz,1.0,
sub-103002,ses-V03,1,T1w,sub-103002_ses-V03_run-1_T1w.nii.gz,1.0,
